2018-Apr-28 17:02:34.143 INFO  [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-Apr-28 17:02:34.145 INFO  [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-Apr-28 17:02:34.194 INFO  [main] o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-Apr-28 17:02:34.195 INFO  [main] o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-Apr-28 17:02:34.239 INFO  [main] o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-Apr-28 17:02:34.550 INFO  [main] c.s.m.MediaApplicationTests - Started MediaApplicationTests in 2.997 seconds (JVM running for 3.969)
2018-Apr-28 17:02:34.820 INFO  [Thread-2] o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@51c668e3: startup date [Sat Apr 28 17:02:31 GST 2018]; root of context hierarchy
2018-Apr-28 17:03:27.061 INFO  [main] c.s.m.MediaApplicationTests - Starting MediaApplicationTests on ESS17001DXB0342 with PID 10160 (started by Etisalat in C:\Users\Etisalat\Desktop\java-assignment)
2018-Apr-28 17:03:27.069 INFO  [main] c.s.m.MediaApplicationTests - No active profile set, falling back to default profiles: default
2018-Apr-28 17:03:27.153 INFO  [main] o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@2e6a8155: startup date [Sat Apr 28 17:03:27 GST 2018]; root of context hierarchy
